,a,c,e,g,i,k,l,m,n,o,p,q
738,紧急搜捕令 Magnum Force,泰德·珀斯特,约翰·米利厄斯,克林特·伊斯特伍德,哈尔·霍尔布鲁克,米奇·瑞恩,"['动作', '悬疑', '惊悚', '犯罪']",124 分钟,1973,美国, 英语,7.3
739,双生儿 双生児,塚本晋也 (Shinya Tsukamoto),江户川乱步 (Edogawa Rampo),本木雅弘,凉,浅野忠信,"['剧情', '悬疑', '惊悚', '恐怖', '奇幻']",84 分钟,1999,日本, 日语,7.3
740,漫长的告别 The Long Goodbye,罗伯特·奥特曼,利·布拉克特,埃利奥特·古尔德,妮娜·范·帕朗特,斯特林·海登,"['剧情', '悬疑', '惊悚', '犯罪']",112 分钟,1973,美国, 英语,7.3
741,无罪的罪人 Presumed Innocent,艾伦·J·帕库拉,弗兰克·皮尔森,哈里森·福特,布莱恩·丹内利,劳尔·胡里亚,"['剧情', '悬疑', '惊悚', '犯罪']",127 分钟,1990,美国, 英语,7.3
742,追踪再现 Don,法尔汉·阿赫塔尔,Salim Khan,Shahrukh Khan,Priyanka Chopra,Arjun Rampal,"['喜剧', '动作', '爱情', '悬疑', '惊悚', '犯罪']",USA: 171 分钟,2006,印度, 北印度语,7.3
743,窃欲无罪 Sotto falso nome,罗贝托·安度,Daniel Auteuil,Daniel Auteuil,Anna Mouglalis,Greta Scacchi,"['剧情', '爱情', '悬疑', '惊悚']",France: 105 分钟,2004,法国 / 瑞士 / 意大利, 意大利语 / 法语 / 波兰语,7.3
744,霧之旗 霧の旗,西河克己 (Katsumi Nishikawa),服部佳,山口百惠,三国连太郎,石井富子,"['剧情', '悬疑']",95 分钟,1977,日本, 日语,7.3
745,绿色食品 Soylent Green,理查德·弗莱彻,哈里·哈里森,查尔登·海斯顿,蕾·泰勒-杨,查克·康诺斯,"['剧情', '科幻', '悬疑', '惊悚']",97 分钟,1973,美国, 英语 / 西班牙语,7.3
746,第三个女郎 Poirot: Third Girl,丹·里德,阿加莎·克里斯蒂,大卫·苏切,佐伊·沃纳梅克,杰迈玛·卢珀,"['悬疑', '惊悚', '犯罪']",93分钟,2008,英国, 英语,7.3
747,系统震撼 Shock to the System,Ron Oliver,Chad Allen,Chad Allen,Sebastian Spence,类型:,"['剧情', '悬疑', '犯罪']",91 分钟,2006,加拿大, 英语,7.3
748,幽巷谋杀案 Poirot: Murder in the Mews,爱德华·本内特,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['悬疑', '犯罪']",52分钟,1989,英国, 英语,7.3
749,灵异出窍 Society,布莱恩·尤兹纳,Rick Fry,比利·沃拉克,Devin DeVasquez,艾凡·里察斯,"['喜剧', '悬疑', '恐怖']",99 分钟,1989,美国, 英语,7.3
750,燃情追踪 Eye of the Beholder,斯蒂芬·埃利奥特,斯蒂芬·埃利奥特,伊万·麦克格雷格,艾什莉·贾德,帕特里克·博金,"['剧情', '悬疑', '惊悚']",109 分钟,1999,加拿大 / 英国 / 澳大利亚, 英语,7.3
751,魔童村 Village of the Damned,沃尔夫·里拉,约翰·温德姆,乔治·桑德斯,芭芭拉·谢莉,马丁·史蒂芬斯,"['科幻', '悬疑', '恐怖']",77 分钟,1960,英国, 英语,7.3
752,不可思议的窃贼 Poirot：The Incredible Theft,爱德华·本内特,戴夫·里德,大卫·苏切,类型:,剧情,"['剧情', '悬疑', '犯罪']",52分钟,1989,英国, 英语,7.3
753,D坂杀人事件 Ｄ坂の殺人事件,实相寺昭雄,萨川昭夫,真田广之,岛田久作,吉行由实,['悬疑'],90分钟,1998,日本, 日语,7.3
754,特工狂花 The Long Kiss Goodnight,雷尼·哈林,沙恩·布莱克,吉娜·戴维斯,塞缪尔·杰克逊,伊芳·齐玛,"['剧情', '动作', '悬疑', '惊悚', '犯罪']",120 分钟,1996,美国, 英语,7.0
755,六月之蛇 六月の蛇,冢本晋也,冢本晋也,黑泽明日香,神足裕司,冢本晋也,"['剧情', '悬疑', '情色']",77 分钟,2002,日本, 日语,7.0
756,追凶 Brick,莱恩·约翰逊,莱恩·约翰逊,约瑟夫·高登-莱维特,诺拉·泽特纳,卢卡斯·哈斯,"['剧情', '悬疑', '犯罪']",110 分钟,2005,美国, 英语,7.0
757,神秘失踪 Spoorloos,乔治·斯鲁依泽,蒂姆·克拉贝,贝尔纳-皮埃尔·多纳迪约,吉恩·伯沃依兹,约翰娜·特尔·斯蒂格,"['剧情', '悬疑', '惊悚', '犯罪']",107 分钟,1988,荷兰 / 法国, 荷兰语 / 法语 / 英语,7.0
758,刑事 형사: Duelist,李明世,李明世,姜栋元,河智苑,安圣基,"['动作', '悬疑']",111分钟,2005,韩国, 韩语,7.0
759,侠僧探案传奇之王陵之谜,海涛,郭子圣,韩朔,刘冠成,李美慧,"['动作', '悬疑', '武侠', '古装']",90分钟,2015,中国大陆, 汉语普通话,7.0
760,团地 団地,阪本顺治,阪本顺治,藤山直美,岸部一德,大楠道代,"['喜剧', '科幻', '悬疑']",103分钟,2016,日本, 日语,7.0
761,擒凶记 The Man Who Knew Too Much,阿尔弗雷德·希区柯克,查尔斯·贝内特,莱斯利·班克斯,爱德娜·贝斯特,彼得·洛,"['悬疑', '惊悚', '犯罪']",75 分钟,1934,英国, 英语,7.0
762,午夜善恶花园 Midnight in the Garden of Good and Evil,克林特·伊斯特伍德,John Lee Hancock,约翰·库萨克,裘德·洛,凯文·史派西,"['剧情', '悬疑', '惊悚', '同性', '犯罪']",155 分钟,1997,美国, 英语 / 法语,7.0
763,爱杀 愛殺,谭家明,陈韵文,林青霞,张国柱,秦祥林,"['剧情', '爱情', '悬疑', '惊悚']",89分钟,1981,香港, 粤语 / 英语,7.0
764,正当防卫 Just Cause,艾恩·格里姆彻,杰布 斯图尔特 (Jeb Stuart),肖恩·康纳利,劳伦斯·菲什伯恩,凯特·卡普肖,"['剧情', '悬疑', '惊悚', '犯罪']",102 分钟,1995,美国, 英语,7.0
765,破镜谋杀案 The Mirror Crack'd,盖伊·汉弥尔顿,乔纳森·黑尔斯,安吉拉·兰斯伯瑞,杰拉丁·卓别林,托尼·柯蒂斯,"['悬疑', '惊悚', '犯罪']",105 分钟,1980,英国, 英语,7.0
766,血色侦程：1983 Red Riding: The Year of Our Lord 1983,安南德·图克尔,托尼·格里索尼,大卫·莫瑞瑟,马克·阿蒂,莉萨·霍华德,"['剧情', '悬疑', '惊悚', '犯罪']",100分钟,2009,英国, 英语,7.0
767,巴黎属于我们 Paris nous appartient,雅克·里维特,雅克·里维特,贝蒂·施奈德,贾尼·埃斯波西托,弗朗索瓦丝·佩武,['悬疑'],141分钟,1961,法国, 法语 / 英语,7.0
768,9413,吴镇宇,邵丽琼,吴镇宇,伍咏薇,李蕙敏,"['动作', '悬疑', '犯罪']",90 分钟,1998,香港, 粤语,7.0
769,"红白蓝 Red, White and Blue",Simon Rumley,Simon Rumley,Noah Taylor,Amanda Fuller,Marc Senter,"['剧情', '悬疑', '惊悚']",104分钟,2010,美国, 英语,7.0
770,血之泪 혈의 누,金大胜,金成宰,车胜元 CHA Seung-won,朴埇佑 PARK Yong-woo,Zi-sung,"['悬疑', '惊悚']",119分钟,2005,韩国, 韩语,7.0
771,新宿黑社会 新宿黒社会～チャイナマフィア戦争～,三池崇史,藤田一朗 (Ichirô Fujita),椎名桔平,田口トモロヲ,柳爱里,"['剧情', '悬疑', '惊悚', '犯罪']",100 分钟,1995,日本, 日语,7.0
772,死神 La commare secca,贝纳尔多·贝托鲁奇,皮埃尔·保罗·帕索里尼,Carlotta Barilli,Lorenza Benedetti,Clorinda Celani,"['剧情', '悬疑']",88 分钟,1962,意大利, 意大利语,7.0
773,妖猫传,陈凯歌,王蕙玲,黄轩,染谷将太,张雨绮,"['剧情', '悬疑', '奇幻', '古装']",129分钟(中国大陆),2017,中国大陆 / 日本, 汉语普通话 / 日语,6.9
774,九度空间 The Nines,约翰·奥古斯特,约翰·奥古斯特,瑞恩·雷诺兹,霍普·戴维斯,梅丽莎·麦卡西,"['剧情', '科幻', '悬疑', '奇幻']",100 分钟,2007,美国, 英语,6.7
775,鬼镜 거울 속으로,金成浩,刘智泰,刘智泰,金明民,金惠娜,"['悬疑', '惊悚', '恐怖', '犯罪']",113分钟,2003,韩国, 韩语,6.7
776,监视 Surveillance,詹妮弗·林奇,Kent Harper,比尔·普尔曼,朱莉娅·奥蒙德,休·狄伦,"['剧情', '悬疑', '惊悚', '犯罪']",97 分钟,2008,美国 / 德国, 英语,6.7
777,凶手就在门外 Copycat,乔恩·阿米尔,安·白德曼,西格妮·韦弗,霍利·亨特,德蒙特·莫罗尼,"['悬疑', '惊悚', '犯罪']",123 分钟,1995,美国, 英语,6.7
778,血腥拼图 Blood Work,克林特·伊斯特伍德,布莱恩·海尔格兰德,克林特·伊斯特伍德,杰夫·丹尼尔斯,安杰丽卡·休斯顿,"['剧情', '动作', '悬疑', '惊悚', '犯罪']",110 分钟,2002,美国, 英语 / 西班牙语,6.7
779,谋杀快乐 죽어도 해피 엔딩,姜景勋,姜景勋,艺智苑,林元熙,朴努植,"['剧情', '喜剧', '爱情', '悬疑', '犯罪']",94分钟,2007,韩国, 韩语,6.7
780,同名男子,何力,何力,唐以诺,姚星竹,杨金赐,"['剧情', '悬疑', '犯罪']",91分钟,2018,中国大陆, 汉语普通话,6.7
781,终极尖兵 The Last Boy Scout,托尼·斯科特,沙恩·布莱克,布鲁斯·威利斯,达蒙·韦恩斯,泰勒·内古龙,"['喜剧', '动作', '悬疑', '惊悚', '犯罪']",105 分钟,1991,美国, 英语,6.7
782,混沌凶机 カオス,中田秀夫,齐藤久志,中谷美纪,荻原圣人,类型:,"['悬疑', '惊悚', '犯罪']",104分钟,2000,日本, 日语,6.7
783,不准忘了我 Du hast es versprochen,Alex Schmidt,Valentin Mereutza,米娜·唐德,劳拉·德波尔,卡特琳娜·塔巴赫,"['剧情', '悬疑', '惊悚']",102分钟,2012,德国, 德语,6.7
784,蜻蜓 Dragonfly,汤姆·沙迪亚克,Brandon Camp,凯文·科斯特纳,苏珊娜·汤姆森,乔·莫顿,"['剧情', '爱情', '悬疑', '惊悚', '奇幻']",104 分钟,2002,美国 / 德国, 英语 / 西班牙语,6.7
785,神魂颠倒 Head Over Heels,马克·沃特斯,David Kidd,莫妮卡·波特,小弗雷迪·普林兹,莎洛姆·哈罗,"['喜剧', '爱情', '悬疑']",86 分钟,2001,美国, 英语 / 俄语,6.7
786,少年福尔摩斯 Young Sherlock Holmes,巴瑞·莱文森,阿瑟·柯南·道尔,尼古拉斯·罗尔,艾伦·考克斯,索菲娅·沃德,"['剧情', '悬疑', '冒险']",109 分钟,1985,美国, 英语,6.7
787,超级大玩家 Players,Abbas Alibhai Burmawalla,Rohit Jugraj,阿布舍克·巴强,碧帕莎·芭素,索娜姆·卡普尔,"['剧情', '动作', '悬疑', '惊悚', '恐怖']",150分钟（美国）,2012,印度, 英语 / 印地语 Hindi,6.7
788,血色侦程：1980 Red Riding: The Year of Our Lord 1980,詹姆斯·马什,托尼·格里索尼,帕迪·康斯戴恩,沃伦·克拉克,詹姆斯·福克斯,"['剧情', '悬疑', '惊悚', '犯罪']",93分钟,2009,英国, 英语,6.7
789,约翰尼·韦弗利历险记 Poirot: The Adventure of Johnnie Waverly,兰尼·雷,克里夫·埃克斯顿,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['悬疑', '犯罪']",52分钟,1989,英国, 英语,6.7
790,圣痕 Stigmata,鲁伯特·温莱特,Tom Lazarus,帕特丽夏·阿奎特,加布里埃尔·伯恩,乔纳森·普雷斯,"['悬疑', '恐怖']",103 分钟,1999,美国, 英语 / Syriac / 葡萄牙语 / 意大利语 / Aramaic,6.7
791,赌城大亨II之至尊无敌 賭城大亨II之至尊無敵,王晶,王晶,刘德华,万梓良,邱淑贞,"['剧情', '悬疑']",114 分钟,1992,香港, 粤语,6.4
792,莫斯科2017 Branded,Jamie Bradshaw,Jamie Bradshaw,埃德·斯托帕德,莉莉·索博斯基,杰弗里·塔伯,"['剧情', '悬疑', '奇幻']",106分钟,2012,美国 / 俄罗斯, 英语,6.4
793,人蛇大战,张旗,蔡国荣,向云鹏,罗璧玲,魏平澳,"['剧情', '动作', '悬疑', '惊悚', '恐怖', '犯罪']",87分钟(日本),1983,台湾 / 香港, 汉语普通话,6.4
794,影子杀人 그림자살인,朴大民,朴大民,黄政民,柳德焕,严志媛,"['悬疑', '惊悚', '犯罪']",111分钟,2009,韩国, 韩语,6.4
795,"来看我吧 날,보러와요",李澈河,李澈河,姜艺媛,李相仑,崔镇浩,"['悬疑', '惊悚']",91分钟,2016,韩国, 韩语,6.4
796,牧人的性玩偶 Sennentuntschi,迈克尔·斯特内,Stefanie Japp,罗珊娜·马奎达,Carlos Leal,乔尔·巴斯曼,['悬疑'],115分钟,2010,瑞士, 瑞士德语,6.4
797,98惊魂记 Psycho,格斯·范·桑特,约瑟夫·斯蒂凡诺,文斯·沃恩,安·海切,维果·莫腾森,"['剧情', '悬疑', '惊悚', '恐怖']",105 分钟,1998,美国, 英语,6.4
798,天袭 The Arrival,大卫·杜西,大卫·杜西,查理·辛,林赛·克洛斯,理查德·希夫,"['动作', '科幻', '悬疑', '惊悚']",115 分钟,1996,美国 / 墨西哥, 英语,6.4
799,三十九级台阶 The 39 Steps,詹姆斯·哈维斯,莉齐·米克瑞,鲁伯特·彭利-琼斯,莉迪亚·伦纳德,大卫·海格,"['悬疑', '惊悚', '犯罪']",90分钟,2008,英国, 英语 / 德语,6.4
800,潜行者 Sneakers,菲尔·奥尔登·罗宾森,劳伦斯·拉斯科,Jo Marr,加里·赫什伯格,罗伯特·雷德福,"['喜剧', '悬疑', '惊悚', '犯罪', '冒险']",126 分钟,1992,美国, 英语 / 俄语,6.4
801,黑吻 ブラックキス,手塚真,手塚真,桥本丽香,川村薰,松冈俊介,"['剧情', '爱情', '悬疑', '惊悚', '犯罪']",133 分钟,2004,日本, 日语,6.4
802,威彻尔先生的猜疑：乡间别墅谋杀案 The Suspicions of Mr Whicher: The Murder at Road Hill House,詹姆斯·哈维斯,Kate Summerscale,帕迪·康斯戴恩,彼得·卡帕尔迪,汤姆·乔治森,"['剧情', '悬疑']",95分钟,2011,英国, 英语,6.4
803,人鬼双胞胎 The Dark Half,乔治·A·罗梅罗,乔治·A·罗梅罗,蒂莫西·赫顿,埃米·马迪根,迈克尔·鲁克,"['悬疑', '恐怖']",122 分钟,1993,美国, 英语,6.4
804,打鬼王 Bubba Ho-tep,唐·柯斯卡莱利,唐·柯斯卡莱利,布鲁斯·坎贝尔 ,奥西·戴维斯,Ella Joyce,"['喜剧', '悬疑', '奇幻']",92 分钟,2002,美国, 英语 / 德语,6.4
805,拆弹专家,邱礼涛,邱礼涛,刘德华,姜武,宋佳,"['动作', '悬疑', '犯罪']",120分钟,2017,中国大陆 / 香港, 汉语普通话 / 粤语,6.3
806,红雀 Red Sparrow,弗朗西斯·劳伦斯,贾斯汀·海瑟,詹妮弗·劳伦斯,乔尔·埃哲顿,马提亚斯·修奈尔,"['剧情', '悬疑', '惊悚']",140分钟,2018,美国, 英语 / 俄语,6.3
807,好奇害死猫,张一白,霍昕,刘嘉玲,胡军,宋佳,"['剧情', '爱情', '悬疑', '惊悚']",93分钟,2006,中国大陆, 汉语普通话 / 英语,6.3
808,不要回头 Ne te retourne pas,玛丽娜·德·范,Jacques Akchoti,莫妮卡·贝鲁奇,苏菲·玛索,安德里亚·迪·斯戴法诺,"['剧情', '悬疑', '惊悚', '恐怖']",111 分钟,2009,法国 / 意大利 / 卢森堡 / 比利时, 法语 / 意大利语,6.3
809,我知道你去年夏天干了什么 I Know What You Did Last Summer,Jim Gillespie,凯文·威廉姆森,詹妮弗·洛芙·休伊特,莎拉·米歇尔·盖拉,瑞恩·菲利普,"['悬疑', '惊悚', '恐怖']",101分钟,1997,美国, 英语,6.3
810,断掌事件 GOTH,高桥玄,乙一,本乡奏多,高梨临,松尾敏伸,"['剧情', '悬疑']",96分钟,2008,日本, 日语,6.0
811,金色梦乡 골든슬럼버,卢东硕,李海准,姜栋元,韩孝周,金义城,"['剧情', '悬疑']",109分钟,2018,韩国, 韩语,6.0
812,隔离区2：终点站 Quarantine 2: Terminal,John Pogue,John Pogue,George Back,杰森·本杰明,Jason Benjamin,"['科幻', '悬疑', '惊悚', '恐怖']",86分钟,2011,美国, 英语,6.0
813,死亡派对,解航,解航,袁咏仪,高圣远,熊乃瑾,"['剧情', '悬疑']",86分钟,2014,中国大陆, 汉语普通话,6.0
814,黑夜造访 It Comes at Night,特里·爱德华·沙尔茨,特里·爱德华·沙尔茨,乔尔·埃哲顿,克里斯托弗·阿波特,卡门·艾乔戈,"['悬疑', '恐怖']",91分钟,2017,美国, 英语,6.0
815,雪山惊魂2 Fritt vilt II,Mats Stenberg,Thomas Moldestad,英格丽德·波尔索·贝达尔,Marthe Snorresdotter Rovik,Kim Wifladt,"['剧情', '爱情', '悬疑', '惊悚', '恐怖']",Norway: 86 分钟,2008,挪威, 挪威语,6.0
816,夺命回声 The Echo,Yam Laranas,Eric Bernt,阿梅丽娅·华纳,杰西·布拉德福特,卡洛斯·里昂,"['剧情', '悬疑', '惊悚', '恐怖']",South Korea: 90 分钟,2008,美国, 英语,6.0
817,碧庐冤孽 The Turn of the Screw,蒂姆·费威尔,亨利·詹姆斯,米歇尔·道克瑞,苏·乔斯顿,丹·史蒂文斯,"['剧情', '悬疑', '恐怖']",93分钟,2009,英国, 英语,6.0
818,致命距离 Striking Distance,Rowdy Herrington,Marty Kaplan,布鲁斯·威利斯,莎拉·杰茜卡·帕克,类型:,"['动作', '悬疑', '惊悚', '犯罪']",102 分钟,1993,美国, 英语,6.0
819,指,佐々木章光,荒川晴彦,石田纯一,星野真里,类型:,"['剧情', '悬疑', '惊悚', '同性', '犯罪']",95 分钟,2006,日本, 日语,6.0
820,八毫米2 8MM 2,J.S. Cardone,Zita Görög,Zita Görög,Julie Benz,类型:,"['剧情', '悬疑', '惊悚', '犯罪']",106分钟,2005,美国, 英语,6.0
821,深层恐惧 Below,大卫·杜西,达伦·阿伦诺夫斯基,扎克·加利凡纳基斯,马修·戴维斯,布鲁斯·格林伍德,"['悬疑', '惊悚', '恐怖']",105 分钟,2002,美国, 英语,6.0
822,超级骑警 Super Troopers,杰伊·钱德拉萨卡,杰伊·钱德拉萨卡,杰伊·钱德拉萨卡,史蒂夫·雷米,艾瑞克·斯图汉斯克,"['喜剧', '悬疑', '犯罪']",100分钟,2001,美国, 英语 / 德语 / 法语,6.0
823,都市猎人,叶天行,叶天行,王祖贤,万梓良,冼宝华,"['悬疑', '惊悚']",88分钟,1989,香港, 粤语,6.0
824,禁忌房间 The Forbidden Room,盖伊·马丁,罗伊·迪普伊,罗伊·迪普伊,夏洛特·兰普林,马修·阿马立克,"['剧情', '喜剧', '悬疑']",130分钟,2015,加拿大, 英语,6.0
825,假死新人生 The Do-Over,史蒂文·布里尔,凯文·本内特,亚当·桑德勒,大卫·斯佩德,宝拉·巴顿,"['喜剧', '动作', '悬疑', '冒险']",108分钟,2016,美国, 英语,6.0
826,碧水寒山夺命金,杜琪峰,朱岩,钟楚红,刘松仁,刘江,"['动作', '悬疑', '武侠', '古装']",Hong Kong: 91 分钟,1980,香港, 粤语,6.0
827,午夜小河 Midnight Bayou,Ralph Hemecker,斯蒂文·托尔金,Jerry O'Connell,Lauren Stamile,Isabella Hofmann,"['剧情', '爱情', '悬疑']",USA: 120 分钟(with commercials),2009,美国, 英语,6.0
828,秘密 秘密 THE TOP SECRET,大友启史,清水玲子,生田斗真,冈田将生,吉川晃司,"['科幻', '悬疑', '惊悚']",149分钟,2016,日本, 日语,5.3
829,鬼债 Pay the Ghost,乌利·埃德尔,丹尼尔·凯,尼古拉斯·凯奇,莎拉·韦恩·卡丽丝,维罗尼卡·费瑞尔,"['剧情', '悬疑', '恐怖']",94分钟,2015,加拿大, 英语 / 西班牙语 / 汉语普通话,5.3
830,墙里的声音 Voice from the Stone,艾瑞克·D·豪威尔,西尔维奥·拉福,艾米莉亚·克拉克,马尔顿·索克斯,卡特琳娜·莫里诺,"['剧情', '悬疑', '惊悚']",94分钟,2017,美国 / 意大利, 英语,5.3
831,星笼之海 星籠の海 探偵ミタライの事件簿,和泉圣治,岛田庄司,玉木宏,广濑爱丽丝,石田光,"['悬疑', '犯罪']",107分钟,2016,日本, 日语,5.3
832,真实魔鬼游戏 リアル鬼ごっこ,柴田一成,柴田一成,石田卓也,谷村美月,柄本明,"['科幻', '悬疑', '惊悚', '恐怖']",98 分钟,2008,日本, 日语,5.3
833,伦敦战场 London Fields,马提·卡伦,罗伯塔·汉利,艾梅柏·希尔德,嘉玛·陈,卡拉·迪瓦伊,"['悬疑', '惊悚', '犯罪']",118分钟,2018,美国, 英语,5.3
834,剧场版MOZU 劇場版 MOZU,羽住英一郎,仁志光佑,西岛秀俊,香川照之,真木阳子,"['悬疑', '犯罪']",116分钟,2015,日本, 日语,5.3
835,铁门 Iron Doors,Stephen Manuel,Peter Arneson,Axel Wedekind,Rungano Nyoni,类型:,"['悬疑', '惊悚', '奇幻']",81分钟,2010,德国, 英语,5.3
836,一号目标,翟俊杰,姜滇,蒋勤勤,刘小锋,孙茜,"['剧情', '动作', '悬疑']",108分钟,2014,中国大陆, 汉语普通话,5.3
837,灵异医院 Psych 9,Andrew Shortell,Lawrence Robinson,Sara Foster,Cary Elwes,Michael Biehn,"['悬疑', '惊悚', '恐怖']",98 分钟,2010,美国 / 英国 / 捷克, 英语,5.3
838,宇宙大爆炸 The Big Bang,Tony Krantz,Erik Jendresen,Sienna Guillory,Autumn Reeser,Antonio Banderas,"['动作', '悬疑', '惊悚']",101分钟,2010,美国, 英语,5.3
839,邪教档案之末日风暴,黎继明,黎继明,古天乐,连凯,林雅诗,"['悬疑', '惊悚', '犯罪']",88分钟,1998,香港, 粤语,5.3
840,恶灵之夜 Night of the Demons,Adam Gierasch,Jace Anderson,Michael Copon,Shannon Elizabeth,Monica Keena,"['剧情', '悬疑', '惊悚', '恐怖']",93分钟,2009,美国, 英语,5.3
841,还我拇指 親指さがし,熊澤尚人,三宅健,三宅健,伊藤步,松山研一,"['悬疑', '恐怖']",96分钟,2006,日本, 日语,5.3
842,女巫布莱尔2：影子之书 Book of Shadows: Blair Witch 2,乔·伯灵格,Dick Beebe,金·迪莱克特,杰弗里·多诺万,艾丽卡·李尔森,"['悬疑', '惊悚', '恐怖', '犯罪']",90 分钟,2000,美国, 英语 / 德语,5.3
843,密室之不可靠岸,张番番,小雨,苏有朋,杨坤,倪虹洁,"['剧情', '悬疑', '惊悚', '犯罪']",98分钟,2011,中国大陆, 汉语普通话,5.2
844,天启四骑士 The Horsemen,乔纳斯·阿克伦德,戴夫·卡拉汉姆,丹尼斯·奎德,章子怡,卢·泰勒·普奇,"['剧情', '悬疑', '惊悚', '犯罪']",90 分钟,2009,加拿大 / 美国, 英语,5.2
845,杀戒,竹卿,刘恒,刘烨,倪妮,王迅,"['爱情', '悬疑']",104分钟,2013,中国大陆, 汉语普通话,5.2
846,深海之战 7광구,金志勋,尹齐均,河智苑,安圣基,吴智昊,"['动作', '科幻', '悬疑', '惊悚']",100分钟,2011,韩国, 韩语,5.2
847,怨灵2,李勇昌,苏查拉·玛娜英,苏查拉·玛娜英,李川,陈立谦,"['悬疑', '惊悚', '恐怖']",90分钟,2017,中国大陆 / 泰国 / 马来西亚, 汉语普通话,3.9
848,夜魔人,张坤一,张坤一,韦娜,鹿凌桀,娜仁花,"['悬疑', '惊悚']",89分钟,2016,中国大陆, 汉语普通话,3.9
849,战国,金琛,申捷,孙红雷,景甜,金喜善,"['剧情', '动作', '爱情', '悬疑', '战争', '古装']",126分钟,2011,中国大陆, 汉语普通话,3.8
850,谋杀似水年华,陈果,陈果,杨颖,阮经天,张超,"['爱情', '悬疑']",128分钟,2016,中国大陆 / 香港, 汉语普通话 / 云南方言,3.8
851,枕边有张脸,赵小溪,牛朝杰,吴其江,赵仕瑾,王翀,"['悬疑', '惊悚']",96分钟,2013,中国大陆, 汉语普通话,3.8
852,张震讲故事之合租屋,战越,危巍,卢杉,傅亨,吴谨西,"['爱情', '悬疑', '惊悚']",87分钟,2016,中国大陆, 汉语普通话,3.8
853,凄灵室,刘殊巧,刘殊巧,苏小明,张一山,付枚,"['剧情', '爱情', '悬疑', '惊悚']",94分钟,2016,中国大陆, 汉语普通话,3.8
854,伊阿索密码,李伟,余思,梁静,赵立新,李兰迪,"['科幻', '悬疑', '惊悚']",88分钟,2018,中国大陆, 汉语普通话,3.8
855,红髅,李明,彭志,李威,梅俪儿,李子雄,"['悬疑', '惊悚']",109分钟,2014,中国大陆, 汉语普通话,3.8
856,盗剑72小时,徐捷,徐伊丽,许还山,叶鹏,周平,"['喜剧', '悬疑', '惊悚', '冒险']",90分钟,2013,中国大陆, 汉语普通话,3.8
857,瘦长鬼影 Slender Man,西尔维恩·怀特,大卫·伯克,乔伊·金,茱莉亚·古丹妮·泰勒斯,洁丝·辛克莱,"['悬疑', '恐怖']",93分钟,2018,美国, 英语,3.7
858,惊魂游戏,周耀武,周耀武,胡兵,莫小棋,李玲玉,"['悬疑', '惊悚']",90分钟,2011,中国大陆, 汉语普通话,3.7
859,悬战,李凯,李凯,焦恩俊,连凯,林津锋,"['动作', '悬疑', '犯罪']",86分钟,2014,中国大陆, 汉语普通话,3.7
860,荒岛情未了,喻瀚湫,喻瀚湫,陈龙,曹曦文,蒋小涵,"['悬疑', '惊悚', '冒险']",99分钟,2012,中国大陆, 汉语普通话,3.7
861,金三角大营救,张涛,张涛,彭禺厶,李乔丹,于心妍,"['剧情', '动作', '悬疑']",100分钟,2018,中国大陆, 汉语普通话,3.7
862,冲天火,林岭东,林岭东,吴彦祖,张若昀,张静初,"['动作', '悬疑']",100分钟,2016,中国大陆, 汉语普通话 / 粤语,3.6
863,孪生密码,梁凯杰,李灵,曹操,杨玉梅,吉飞龙,"['动作', '悬疑']",96分钟,2013,中国大陆, 汉语普通话,3.6
864,妖医,吴宗强,蔡中林,宝儿,谭耀文,吕聿来,"['悬疑', '惊悚', '恐怖']",83分钟,2016,中国大陆 / 泰国, 汉语普通话,3.6
865,索命暹罗之按摩师,塔韦华·温泰,杨鉴,林保怡,袁百梓卉,高捷,"['悬疑', '惊悚']",92分钟,2015,中国大陆 / 泰国, 汉语普通话 / 泰语,3.6
866,蓝白红三部曲之白 Trois couleurs: Blanc,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,泽比纽·扎马洲斯基,朱莉·德尔佩,扬努斯·加约斯,"['剧情', '喜剧', '爱情', '悬疑']",91分钟,1994,法国 / 波兰 / 瑞士, 法语 / 波兰语,8.4
867,暗花,游达志,司徒锦源,刘青云,梁朝伟,邵美琪,"['悬疑', '犯罪']",Japan: 81 分钟,1998,香港, 粤语,8.4
868,金色梦乡 ゴールデンスランバー,中村义洋,中村义洋,堺雅人,竹内结子,吉冈秀隆,"['剧情', '悬疑']",139分钟,2010,日本, 日语,8.4
869,误杀瞒天记 Drishyam,尼西卡特·卡马特,乌皮德拉·塞德海耶,阿贾耶·德乌干,塔布,施芮娅·萨兰,"['剧情', '悬疑', '犯罪']",163分钟,2015,印度, 印地语,8.4
870,唐人街 Chinatown,罗曼·波兰斯基,罗伯特·汤,杰克·尼科尔森,费·唐纳薇,约翰·休斯顿,"['剧情', '悬疑', '惊悚', '犯罪']",130分钟,1974,美国, 英语 / 粤语,8.4
871,独行杀手 Le samouraï,让-皮埃尔·梅尔维尔,让-皮埃尔·梅尔维尔,阿兰·德龙,弗朗索瓦·佩里埃,娜塔丽·德隆,"['剧情', '悬疑', '惊悚', '犯罪']",105 分钟,1967,法国 / 意大利, 法语,8.4
